Country,ISO code,Period,Year,Sex,Non-standard age groups,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65+,Including consensual unions,Source type,Source,Survey Name,Note on non-standard age groups,Note on country or population,Note on data source
Benin,204,..,1979,Men,x,5.2,33.2,69.1,83.6,86.8,86.9,87.1,85.2,85,81.8,80.8,,Census,US Census Bureau,,Data shown for age group 65+ pertain age group 65-69.,,
Benin,204,..,1979,Women,x,51.4,88.7,94.9,94.3,91.6,84.9,78.4,68.3,59.7,50.2,42.1,,Census,US Census Bureau,,Data shown for age group 65+ pertain age group 65-69.,,
Benin,204,Around 1995,1996,Men,,,25.6,62.9,83.1,92.4,92.6,92.5,97.5,92.1,87.6,,x,Survey,DHS,Benin 1996 Demographic and Health Survey,,,
Benin,204,Around 1995,1996,Women,,28.6,77.1,90.8,93.5,92.4,91.2,88,,,,,x,Survey,DHS,Benin 1996 Demographic and Health Survey,,,
Benin,204,..,2001,Men,,1,22.7,63.7,86,88.5,90.3,94.5,90.3,98.2,92.5,,x,Survey,DHS,Benin 2001 Demographic and Health Survey,,,
Benin,204,..,2001,Women,,23.3,71.4,91.3,91.4,94,87.3,83.7,,,,,x,Survey,DHS,Benin 2001 Demographic and Health Survey,,,
Benin,204,Around 2005,2002,Men,,4.1,23.9,60.3,80.8,88.5,90.7,91.3,90.9,90.5,88.9,84.2,x,Census,UNSD,,,,
Benin,204,Around 2005,2002,Women,,30.4,71.5,88.2,91,90.5,86.1,80.7,73.5,66.8,58.2,42.6,x,Census,UNSD,,,,
Benin,204,Latest,2006,Men,,1.5,21.2,74.2,90.3,94.1,94.3,94.3,90.9,96.2,96.5,,x,Survey,DHS,Benin 2006 Demographic and Health Survey,,,
Benin,204,Latest,2006,Women,,21.7,69.7,91.6,94.7,93.2,88.4,82.4,,,,,x,Survey,DHS,Benin 2006 Demographic and Health Survey,,,
Bermuda,60,Around 1985,1980,Men,,0.4,11.7,40.6,64.7,71.2,75.2,75.2,77.5,79.9,81.9,71,,Census,UNSD,,,,
Bermuda,60,Around 1985,1980,Women,,1.8,24.8,53.6,66.7,70,71.7,69.9,68,65.6,60.7,35.8,,Census,UNSD,,,,
Bermuda,60,Around 1995,1991,Men,,0,5.8,33.3,54,64.9,68.5,71.8,75.1,76.9,74.8,71.6,,Census,UNSD,,,,
Bermuda,60,Around 1995,1991,Women,,0.8,16,43.1,56.5,61.5,63.4,63.8,65.1,62.3,55.4,36.7,,Census,UNSD,,,,
Bermuda,60,Around 2005,2000,Men,,0.1,4.9,28.3,47.6,60.3,65.9,65.7,70.5,72.3,73.7,72,,Census,UNSD,,,Excluding the institutional population.,
Bermuda,60,Around 2005,2000,Women,,0.4,13.3,35.7,53.7,60.7,59.6,60.2,60.4,61.2,56.8,36.2,,Census,UNSD,,,Excluding the institutional population.,
Bermuda,60,Latest,2010,Men,,0.1,2.7,20,45.7,60.4,64.7,65.2,65.4,66.2,69.7,70.6,,Census,UNSD,,,,
Bermuda,60,Latest,2010,Women,,0.1,5.9,24.8,47.9,57.1,60.3,58.6,56.6,56,55.6,38.8,,Census,UNSD,,,,
Bhutan,64,Around 2005,2005,Men,,3.9,27.3,64,82.8,88.1,89.7,89.2,87.2,85.4,80.2,69.7,x,Census,UNSD,,,,
Bhutan,64,Around 2005,2005,Women,,15.6,56.8,80.4,86.8,88.5,86.7,85,81.1,76.1,67.5,50,x,Census,UNSD,,,,
Bhutan,64,Latest,2007,Men,x,4.9,65.8,,,,88.8,,,,72,,,Survey,National statistics,Bhutan 2007 Living Standard Survey,"Data pertain to age groups 15-19, 20-39, 40-59 and 60+.",,
Bhutan,64,Latest,2007,Women,x,13.5,71.4,,,,80.8,,,,50,,,Survey,National statistics,Bhutan 2007 Living Standard Survey,"Data pertain to age groups 15-19, 20-39, 40-59 and 60+.",,
Bolivia (Plurinational State of),68,..,1976,Men,,3.9,38.8,71.5,84.1,87,87.6,87.7,85.8,84.1,79.9,69.2,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 6.99 per cent."
Bolivia (Plurinational State of),68,..,1976,Women,,15.7,55.2,75.8,82.3,82.5,80.3,76.2,69.7,63.6,54.1,39.2,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 6.99 per cent."
Bolivia (Plurinational State of),68,Around 1985,1989,Women,,12.5,53.7,75,85.2,86,83.6,80.4,,,,,x,Survey,DHS,Bolivia 1989 Encuesta Integrada de Hogares,,,
Bolivia (Plurinational State of),68,Around 1995,1992,Men,,3.6,35.5,67.5,82.1,86.6,87.9,87.8,86,84.3,81.4,71.4,x,Census,UNSD,,,,
Bolivia (Plurinational State of),68,Around 1995,1992,Women,,13.1,51.3,73.7,80.9,81.7,79.7,76.6,70.5,66.4,57.6,40.9,x,Census,UNSD,,,,
Bolivia (Plurinational State of),68,Around 2005,2001,Men,,3.7,31.1,60.3,75.8,81.1,82.8,82.6,81.5,80.4,77.1,65.7,x,Census,UNSD,,,,
Bolivia (Plurinational State of),68,Around 2005,2001,Women,,12.8,46.1,67.4,76.6,78.5,77.4,74.9,70.4,65.9,58.9,40.8,x,Census,UNSD,,,,
Bolivia (Plurinational State of),68,Latest,2008,Men,,3.6,34.1,61.5,83.5,88.3,88.3,89.5,85.8,89.6,79.3,,x,Survey,DHS,Bolivia 2008 Demographic and Health Survey,,,
Bolivia (Plurinational State of),68,Latest,2008,Women,,13.4,46.2,72.7,81.5,83.3,81.3,77,,,,,x,Survey,DHS,Bolivia 2008 Demographic and Health Survey,,,
Bosnia and Hercegovina,70,Around 2005,2004,Men,x,5.2,,52,,88.4,,,,,74.6,,x,Survey,National statistics,Bosnia and Herzegovina 2004 Household Budget Survey ,"Data pertain to age groups 15-24, 25-34, 35-64 and 60+.",,
Bosnia and Hercegovina,70,Around 2005,2004,Women,x,16.4,,72,,80.5,,,,,40.8,,x,Survey,National statistics,Bosnia and Herzegovina 2004 Household Budget Survey ,"Data pertain to age groups 15-24, 25-34, 35-64 and 60+.",,
Botswana,72,Around 1970,1971,Men,,0.8,8.3,33.9,58.4,69.5,76.8,79.2,80.8,81.2,80.4,77.6,,Census,UNSD,,,Excluding nomad population. ,
Botswana,72,Around 1970,1971,Women,,8.4,38.1,56,62.8,66.7,65.6,64.5,59.6,54.8,45.2,26.4,,Census,UNSD,,,Excluding nomad population. ,
Botswana,72,Around 1985,1981,Men,,0.8,6.4,29.9,55.3,69,76,80,81.2,81.8,82.1,78.3,,Census,UNSD,,,,
Botswana,72,Around 1985,1981,Women,,7,29.8,49.7,61.4,65.2,65.7,64,59.8,55.5,47.7,28.7,,Census,UNSD,,,,
Botswana,72,..,1988,Women,,5.8,25.7,49.7,58.4,62.6,62.8,56.1,,,,,x,Survey,DHS,Botswana 1988 Demographic and Health Survey,,,
Botswana,72,Around 1995,1991,Men,,2.2,8.8,28.6,52.2,67.9,75.5,79.3,80.9,82.2,82,75.3,x,Census,UNSD,,,,
Botswana,72,Around 1995,1991,Women,,5.1,26.4,45.9,57.4,61.9,64,62.9,59.9,55.5,48.4,32.8,x,Census,UNSD,,,,
Botswana,72,Latest,2001,Men,,1.2,10.6,30.7,50.8,63.3,71.6,75.8,77.8,79.2,79.7,76,x,Census,UNSD,,,,
Botswana,72,Latest,2001,Women,,5.3,28.4,45.9,56.4,60.5,60.8,59.8,59.2,55.2,50.6,35.5,x,Census,UNSD,,,,
Brazil,76,Around 1970,1970,Men,,1.4,24.2,61.3,79.5,85.6,87.4,88.1,87,86,82.6,72.7,x,Census,UNSD,,,,Data are based on a sample of census returns.
Brazil,76,Around 1970,1970,Women,,12,46.9,71.3,79.3,81.1,77.8,74.3,66.7,60.4,48.2,28.6,x,Census,UNSD,,,,Data are based on a sample of census returns.
Brazil,76,Around 1985,1980,Men,,2.2,29.2,65.8,82.7,87.8,89.1,89.4,89,88.2,85.5,76.2,x,Census,UNSD,,,,
Brazil,76,Around 1985,1980,Women,,14.4,50.4,72.4,79.9,81.6,79.6,76.6,71,64.5,55,32.3,x,Census,UNSD,,,,
Brazil,76,Around 1995,1991,Men,,3.1,29.2,61.1,78.8,86.3,88.9,89.5,88.9,88,86.1,77.6,x,Census,UNSD,,,Excluding Indian jungle population.,
Brazil,76,Around 1995,1991,Women,,15.5,48.4,69.3,77.8,80.1,78.5,75.8,70.2,65,56.2,34.7,x,Census,UNSD,,,Excluding Indian jungle population.,
Brazil,76,Around 2005,2000,Men,,3.5,29.3,61.1,77.9,84.3,87.4,88.9,88.9,88.2,86.4,78.4,x,Census,UNSD,,,,
Brazil,76,Around 2005,2000,Women,,16.2,48.1,70.7,79.7,81.3,79.8,77.6,73.1,67.7,60,37.5,x,Census,UNSD,,,,
Brazil,76,Latest,2010,Men,,1,9.4,24.9,38.8,47.9,54.4,60,64,67.8,69.7,65.8,,Census,UNSD,,,,Data were collected from a sample of households in the census.
Brazil,76,Latest,2010,Women,,3.9,17.8,32.7,42.9,49.1,52.8,55.4,55.5,54.8,51.2,34.1,,Census,UNSD,,,,Data were collected from a sample of households in the census.
British Virgin Islands,92,Around 1970,1970,Men,,0.8,11.2,45,59.3,70.5,64.5,74.9,70.3,70.4,77.7,69.6,,Census,UNSD,,,,
British Virgin Islands,92,Around 1970,1970,Women,,6.1,39.2,57.7,65.1,70.1,67.4,66.1,66.5,69.1,63.2,38.3,,Census,UNSD,,,,
British Virgin Islands,92,Around 1985,1980,Men,,0.2,5.8,37.9,56.7,68.5,73.8,72.9,68.6,66.8,65.5,70,,Census,UNSD,,,,
British Virgin Islands,92,Around 1985,1980,Women,,1.6,24.4,51.9,63.8,67,60.6,67.9,66.7,70.4,57.1,43.2,,Census,UNSD,,,,
British Virgin Islands,92,Around 1995,1991,Men,,0.2,6.4,23.7,43.8,60.1,65.8,71.8,71.7,74.5,72.5,63.9,,Census,UNSD,,,,
British Virgin Islands,92,Around 1995,1991,Women,,1.1,14.1,37.3,49.2,58,60.6,63.2,62,56.4,57.1,45.3,,Census,UNSD,,,,
Brunei Darussalam,96,Around 1970,1971,Men,,1.9,22.9,61,81.8,89.1,90.5,90.6,90.6,87.7,83.3,74.8,,Census,UNSD,,,,
Brunei Darussalam,96,Around 1970,1971,Women,,14.4,55,80.6,87.4,89.3,86.8,82.6,74.1,65.4,53.8,35.1,,Census,UNSD,,,,
Brunei Darussalam,96,Around 1985,1981,Men,,1.8,21,60.5,82,90.4,91.9,91.7,90.6,88.1,87.2,73.3,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 1.06 per cent."
Brunei Darussalam,96,Around 1985,1981,Women,,12.7,47,74.4,83.8,86.5,86.5,82.8,76.7,71,60.1,37.6,,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 1.06 per cent."
Brunei Darussalam,96,Around 1995,1991,Men,,1.2,18.5,54.8,79.1,89.7,92.7,93.9,93.9,92.7,89.8,78.8,,Census,UNSD,,,,
Brunei Darussalam,96,Around 1995,1991,Women,,7.8,37.4,65.4,76.7,80.8,82.6,82.5,79.6,71.9,64.9,43.2,,Census,UNSD,,,,
Brunei Darussalam,96,Latest,2001,Men,,1.1,16.3,44.4,73.3,85.8,91.3,93.1,93.8,93.4,91.9,82.3,,Census,UNSD,,,,Provisional data.
Brunei Darussalam,96,Latest,2001,Women,,6.5,31.4,61.3,75.9,80.7,81.5,80.6,78.5,73.5,67.2,43.9,,Census,UNSD,,,,Provisional data.
Bulgaria,100,Around 1970,1975,Men,,4.2,35.9,76.1,88.5,92.5,94.5,95.1,94.9,94.3,91.7,76.3,,Census,UNSD,,,,
Bulgaria,100,Around 1970,1975,Women,,17.2,69.2,87.7,91.5,92.2,91.7,89.4,86.1,81,74.3,48.6,,Census,UNSD,,,,
Bulgaria,100,Around 1985,1985,Men,,2.9,35.7,72.5,82.5,86.1,88.7,90.7,91.9,91.6,89.8,74,x,Census,UNSD,,,,
Bulgaria,100,Around 1985,1985,Women,,15.8,68.1,84.6,87.6,88.4,88.5,87.3,84.6,79.3,71.4,44,x,Census,UNSD,,,,
Bulgaria,100,Around 1995,1992,Men,,,31.2,68.8,80.1,83.4,84.6,86.4,88.2,89.1,88.4,74.9,,Census,National statistics,,,,
Bulgaria,100,Around 1995,1992,Women,,,60.2,81.5,85.3,85.3,84.7,83.7,81.3,76.8,69.4,43.2,,Census,National statistics,,,,
Bulgaria,100,Around 2005,2001,Men,,2,18,50.8,73.6,81.2,83,83.7,85,86.7,87.2,76.4,x,Census,UNSD,,,,
Bulgaria,100,Around 2005,2001,Women,,9.9,41.1,70.5,82.1,84.2,83.4,81.4,78.7,73.8,66.9,41,x,Census,UNSD,,,,
Bulgaria,100,Latest,2011,Men,,2,12.4,36.4,59.2,69.7,74.9,77.2,78.5,79.4,80.9,73.8,x,Census,UNSD,,,,
Bulgaria,100,Latest,2011,Women,,8.4,29.7,60,74.1,78.1,79.3,78.8,76.2,71.4,64.8,37.9,x,Census,UNSD,,,,
Burkina Faso,854,Around 1970,1975,Men,x,4,25,54.2,74.6,84.2,87.4,89.7,89.4,90,86.1,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Burkina Faso,854,Around 1970,1975,Women,x,53.4,91.5,95.3,95.1,93.5,89.9,85.8,77,69.3,42.4,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Burkina Faso,854,Around 1985,1985,Men,,2.5,23.3,57.8,78.8,87.4,89.9,91.8,91.4,92,90.2,85.8,,Census,UNSD,,,,
Burkina Faso,854,Around 1985,1985,Women,,44.2,88.3,93.9,94.2,93.3,88.7,84.3,73.6,68,51.6,29.9,,Census,UNSD,,,,
Burkina Faso,854,Around 1995,1996,Men,x,2.7,24.7,59.4,80.4,88.9,91.7,93.3,93,93.4,89.5,,,Census,National statistics,,Data shown for age group 60-64 pertain to age group 60+.,,
Burkina Faso,854,Around 1995,1996,Women,x,39,84.4,92.3,93.5,92.6,88.6,83.6,75.1,68.1,40.9,,,Census,National statistics,,Data shown for age group 60-64 pertain to age group 60+.,,
Burkina Faso,854,Around 2005,2006,Men,,3.7,25.4,58.4,78.8,88.4,92.6,94.4,95,96,95.8,96.5,x,Census,UNSD,,,,
Burkina Faso,854,Around 2005,2006,Women,,35.7,78,89.5,93.7,95.7,96.4,96.9,97,97.3,97.1,97.1,x,Census,UNSD,,,,
Burkina Faso,854,Latest,2010,Men,,1.6,30,70.8,88.6,92.2,95.8,97,97.5,96.7,,,x,Survey,DHS,Burkina Faso 2010 Demographic and Health Survey,,,
Burkina Faso,854,Latest,2010,Women,,31.5,81.1,93.7,94.8,95.2,94,90.9,,,,,x,Survey,DHS,Burkina Faso 2010 Demographic and Health Survey,,,
Burundi,108,Around 1970,1970,Men,,2.9,44.1,79.2,89.9,96.6,94.3,96.8,96.4,95.3,93.4,92.5,,Survey,National statistics,Burundi 1970-1971 Demographic Survey,,,
Burundi,108,Around 1970,1970,Women,,11.4,63,86.3,89.9,86.9,83.4,72.9,63.2,54.5,31.9,19.5,,Survey,National statistics,Burundi 1970-1971 Demographic Survey,,,
Burundi,108,Around 1985,1987,Women,,5.9,62.1,86,90.4,88.1,84.9,83.1,,,,,x,Survey,DHS,Burundi 1987 Demographic and Health Survey,,,
Burundi,108,Around 1995,1990,Men,,0.7,26,68.8,86.5,91.7,92.8,93,92.7,93.2,92.3,89.8,,Census,UNSD,,,,
Burundi,108,Around 1995,1990,Women,,6.5,57.6,81.4,85.9,84.4,77.8,72.8,64.9,60.2,50.2,34.2,,Census,UNSD,,,,
Burundi,108,Around 2005,2008,Men,,6,36.6,72.9,84.8,89.9,91.2,90.2,88.3,87.9,84.7,78.6,x,Census,UNSD,,,,
Burundi,108,Around 2005,2008,Women,,16.2,58.9,77.6,81.5,81.2,76.5,73.1,64.6,61.1,49.5,34.8,x,Census,UNSD,,,,
Burundi,108,Latest,2010,Men,,1.4,28.5,76.6,86.7,92.9,95,94.4,95.1,93.5,,,x,Survey,DHS,Burundi 2010 Demographic and Health Survey,,,
Burundi,108,Latest,2010,Women,,8.6,60.3,78.8,84.1,83.3,75.8,70.1,,,,,x,Survey,DHS,Burundi 2010 Demographic and Health Survey,,,
Cambodia,116,..,1962,Men,,2,33.5,78,92.5,94.6,94.3,93,90.6,87.5,82.8,68.6,,Census,UNSD,,,,
Cambodia,116,..,1962,Women,,14.4,65.6,86.6,90.2,89.5,85.4,80.1,69.4,59.5,45.1,25.6,,Census,UNSD,,,,
Cambodia,116,Around 1995,1998,Men,,2.9,40.6,77.1,91.5,95.9,96.7,96.9,95.7,94.3,90.7,78.5,,Census,UNSD,,,,
Cambodia,116,Around 1995,1998,Women,,11.7,56.7,77,81.2,81.5,78.4,73.2,66.4,60.5,52.2,38.7,,Census,UNSD,,,,
Cambodia,116,Around 2005,2008,Men,,1.7,28.5,68,88.2,94.1,95.7,96.6,95.8,95.2,92.5,82.4,,Census,UNSD,,,,
Cambodia,116,Around 2005,2008,Women,,8.4,48.8,74.4,83,85.4,83.5,80.9,75.4,68.8,60.1,44.7,,Census,UNSD,,,,
Cambodia,116,Latest,2010,Men,,1.6,30.2,73,90.9,94.5,96,96.5,,,,,x,Survey,DHS,Cambodia 2010 Demographic and Health Survey,,,
Cambodia,116,Latest,2010,Women,,10.2,53.3,78.8,83.6,85.5,80.9,75.2,,,,,x,Survey,DHS,Cambodia 2010 Demographic and Health Survey,,,
Cameroon,120,..,1976,Men,,2.7,22.7,56.1,74.2,79.9,81.8,82.4,82.4,81.9,80.6,75.8,,Census,UNSD,,,,
Cameroon,120,..,1976,Women,,44.5,77.6,86.3,86.4,82.8,77.1,68.7,58.6,48.5,37,20.4,,Census,UNSD,,,,
Cameroon,120,Around 1985,1987,Men,,3.1,21.7,54.7,76.8,84,85.4,85.7,84.4,84.1,81.6,76.8,,Census,US Census Bureau,,,,
Cameroon,120,Around 1985,1987,Women,,37.2,69.4,81.2,84,82.2,76.8,69.1,59.3,50.7,39.1,22,,Census,US Census Bureau,,,,
Cameroon,120,Around 1995,1998,Men,,3.5,25.2,53.3,75.9,86.8,89.6,92.7,89.7,82.9,,,x,Survey,DHS,Cameroon 1998 Demographic and Health Survey,,,
Cameroon,120,Around 1995,1998,Women,,33.6,66.1,80,81.6,83.3,81.5,76.5,,,,,x,Survey,DHS,Cameroon 1998 Demographic and Health Survey,,,
Cameroon,120,Around 2005,2004,Men,,6,23.1,57,76.9,82.8,87.8,88.7,87.3,88.1,,,,Survey,DHS,Cameroon 2004 Demographic and Health Survey,,,
Cameroon,120,Around 2005,2004,Women,,30.8,69.4,82.9,85.1,86,83.1,78.4,,,,,x,Survey,DHS,Cameroon 2004 Demographic and Health Survey,,,
Cameroon,120,Latest,2011,Men,,1.8,18.4,50.5,76.8,87.5,86.8,89.5,,,,,x,Survey,DHS,Cameroon 2011 Demographic and Health Survey,,,
Cameroon,120,Latest,2011,Women,,24.2,61.8,78.9,83.2,83,80.3,74.3,,,,,x,Survey,DHS,Cameroon 2011 Demographic and Health Survey,,,
Canada,124,Around 1970,1971,Men,,1.5,32,73.3,85.1,87.9,88.3,88.2,88,86.4,84.3,71.8,,Census,UNSD,,,,
Canada,124,Around 1970,1971,Women,,7.3,55.7,82.5,88.1,89,88.3,86,81.6,74.8,65.8,39.2,,Census,UNSD,,,,
Canada,124,Around 1985,1986,Men,,1.1,20,56.9,74.2,80.6,82.7,83.4,83.2,82.5,82.1,74.5,,Census,UNSD,,,,
Canada,124,Around 1985,1986,Women,,4.4,37.6,68,76.8,79,79.1,79.1,77.6,73.6,67.4,39.5,,Census,UNSD,,,,
Canada,124,Around 1995,1996,Men,,0.9,14.8,45.6,65.2,73,76.4,79,80.7,81.7,81.6,74.9,x,Census,UNSD,,,,
Canada,124,Around 1995,1996,Women,,3.4,27.8,59.4,72,74.9,75.2,75.1,74.5,72.9,68.2,41.5,x,Census,UNSD,,,,
Canada,124,Around 2005,2001,Men,,1,14.2,44.7,64.7,71.6,74.5,76.5,78.8,80.4,81.2,75,x,Census,UNSD,,,,
Canada,124,Around 2005,2001,Women,,3,25.6,57.3,71.4,74.4,74.7,74.2,73.6,71.9,68.6,42.5,x,Census,UNSD,,,,
Canada,124,Latest,2006,Men,,1.2,13.1,42.6,65,71.8,72.9,74.1,76,78.4,79.9,75.1,x,Census,UNSD,,,,
Canada,124,Latest,2006,Women,,2.9,23.6,54.9,70.9,74,73.6,73.4,72.8,71.2,68.3,43.9,x,Census,UNSD,,,,
Cape Verde,132,Around 1985,1980,Men,,0.8,15.6,55.3,73.9,80.5,84.5,85.1,87.5,84.9,82.5,74.6,,Census,UNSD,,,,
Cape Verde,132,Around 1985,1980,Women,,4.4,30.6,56.8,68.4,74.1,73.3,71.9,61.4,56.8,48.4,30.5,,Census,UNSD,,,,
Cape Verde,132,Around 1995,1990,Men,,1.1,14.5,47.2,70.1,79.2,79.6,83.2,85.9,85.6,87.9,75.1,x,Census,UNSD,,,,
Cape Verde,132,Around 1995,1990,Women,,6.6,31.6,52.1,63,66.1,67.6,68.3,67.7,62.6,51.9,30.3,x,Census,UNSD,,,,
Cape Verde,132,..,1998,Men,,1.4,12,42,62.5,81.2,85.8,90.7,97.9,,,,x,Survey,RHS,Cape Verde 1998 Demographic and Reproductive Health Survey,,,
Cape Verde,132,..,1998,Women,,7,32.6,52.8,64,65.4,67.6,60,,,,,x,Survey,RHS,Cape Verde 1998 Demographic and Reproductive Health Survey,,,
Cape Verde,132,Around 2005,2000,Men,,1.1,14.8,38.6,59.4,72.2,78.2,80,78.7,80.8,82.5,77.8,x,Census,National statistics,,,,
Cape Verde,132,Around 2005,2000,Women,,9.5,35.2,52.6,61.4,65.5,65.2,63.6,60.7,61,55.5,36.2,x,Census,National statistics,,,,
Cape Verde,132,Latest,2005,Men,,2.4,18.1,37.4,56.7,68.9,77.4,81.5,,,,,x,Survey,National statistics,Cape Verde 2005 Demographic and Reproductive Health Survey,,,
Cape Verde,132,Latest,2005,Women,,8.1,30.6,55.9,64.1,60.7,67.4,58.9,,,,,x,Survey,National statistics,Cape Verde 2005 Demographic and Reproductive Health Survey,,,
Cayman Islands,136,..,1979,Men,,0.4,15.4,51.7,69.6,73.8,79.7,80.7,82,84.1,78.5,76.7,,Census,UNSD,,,,
Cayman Islands,136,..,1979,Women,,2,25.7,55.6,71.9,73.3,73.9,73.8,70.1,64.6,57.7,35.6,,Census,UNSD,,,,
Cayman Islands,136,Around 1985,1989,Men,,1.7,18.5,48,63,72.6,77.8,78,77.1,83.3,77.1,72.7,x,Census,UNSD,,,,
Cayman Islands,136,Around 1985,1989,Women,,5.6,33.4,53.6,63.2,65.6,68.4,66.6,64.8,62.4,57.1,33.3,x,Census,UNSD,,,,
Cayman Islands,136,Latest,2010,Men,,0.4,9.6,34,53,63.9,69.3,69.7,72,75.5,77.5,74.9,,Census,UNSD,,,Excluding the institutional population.,
Cayman Islands,136,Latest,2010,Women,,1.1,17.1,37.6,51.3,56.1,59.5,58.4,55.5,57,56.8,38.3,,Census,UNSD,,,Excluding the institutional population.,
Central African Republic,140,Around 1970,1975,Men,x,13.1,48.2,71.7,80.2,83.6,86.1,85.8,83.8,82.2,76.7,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Central African Republic,140,Around 1970,1975,Women,x,45.5,77.8,84.5,86.8,85.2,81.1,74.6,65.6,53.4,34,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Central African Republic,140,Around 1985,1988,Men,x,9.2,41.9,66.3,79.1,82.6,84.2,84.2,83.9,82.6,74.4,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Central African Republic,140,Around 1985,1988,Women,x,40,71,79,81.4,80.2,75.5,70.7,63.1,56.5,37.1,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
Central African Republic,140,Around 1995,1994,Men,,5.6,34.9,66.7,83.2,82.1,80.9,85.1,80.9,91,,,x,Survey,DHS,Central African Republic 1994-1995 Demographic and Health Survey,,,
Central African Republic,140,Around 1995,1994,Women,,39.1,74.7,80.6,81.2,78.4,75.6,74.8,,,,,x,Survey,DHS,Central African Republic 1994-1995 Demographic and Health Survey,,,
Chad,148,Around 1995,1997,Men,,5.1,40.2,72.5,91.1,96.6,94.9,97.4,96.8,98.6,,,x,Survey,DHS,Chad 1996-1997 Demographic and Health Survey,,,
Chad,148,Around 1995,1997,Women,,46.7,86.9,92.6,91,89.7,84.2,72.9,,,,,x,Survey,DHS,Chad 1996-1997 Demographic and Health Survey,,,
Chad,148,Latest,2004,Men,,0.9,34,74,89.6,92.2,94.5,97.2,96.1,91.1,,,x,Survey,DHS,Chad 2004 Demographic and Health Survey,,,
Chad,148,Latest,2004,Women,,42,84.6,92.1,90.9,91.1,84.4,69.4,,,,,x,Survey,DHS,Chad 2004 Demographic and Health Survey,,,
Chile,152,Around 1970,1970,Men,,1.5,25.9,61.5,78.6,82.5,84.2,84,82.4,81.7,78.3,66.5,x,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 4.8 per cent."
Chile,152,Around 1970,1970,Women,,9,42.6,67.6,75.5,78.1,75.6,71.6,65.4,60,49.6,30.2,x,Census,UNSD,,,,"Data were not adjusted for underenumeration, estimated at 4.8 per cent."
Chile,152,Around 1985,1985,Men,,2.2,25.9,61.3,77.3,81.9,83.6,83.4,82.2,80.6,77.8,70.1,x,Survey,UNSD,Chile 1985 Encuesta de Caracterisation Socioeconomics Nacional,,,
Chile,152,Around 1985,1985,Women,,10.3,44.5,67.4,75.2,77.3,76.3,72.5,66.9,60.4,50.9,31.8,x,Survey,UNSD,Chile 1985 Encuesta de Caracterisation Socioeconomics Nacional,,,
Chile,152,Around 1995,1992,Men,,5.2,24.8,58,74.8,81.2,82.9,82.9,81.6,80.8,78.2,69.1,x,Census,UNSD,,,,
Chile,152,Around 1995,1992,Women,,11.4,42.3,66.6,74.7,76.4,75.4,72.8,69.1,64.2,57.3,35.9,x,Census,UNSD,,,,
Chile,152,Around 2005,2002,Men,,2.8,17.6,46.5,65.8,74.7,77.4,79.2,79,78.9,77.2,69.1,x,Census,UNSD,,,,
Chile,152,Around 2005,2002,Women,,8.2,32.1,58,70.5,73.3,72.1,70,67.2,63.5,58,36.8,x,Census,UNSD,,,,
Chile,152,Latest,2011,Men,,3,16.3,37.1,56.9,67.5,71.5,76.8,75.6,80.8,82.6,72.4,x,Survey,National statistics,Chile 2011 National Socio-economic Survey (CASEN),,,
Chile,152,Latest,2011,Women,,5.7,23.2,45.2,56.1,64,62.4,65.3,66.2,64.4,60.3,38.1,x,Survey,National statistics,Chile 2011 National Socio-economic Survey (CASEN),,,
China,156,Around 1985,1982,Men,x,0.9,27.8,75.7,89.7,90.8,90.5,89.8,86.6,,69,,,Census,UNSD,,"Data shown for age groups 50-54 and 60-64 pertain to age groups 50-59 and 60+, respectively.",,
China,156,Around 1985,1982,Women,x,4.3,53.3,94.3,98.6,98.2,96.7,93.4,82.2,,41.2,,,Census,UNSD,,"Data shown for age groups 50-54 and 60-64 pertain to age groups 50-59 and 60+, respectively.",,
China,156,Around 1995,1990,Men,x,1.8,37.3,82.4,91.4,92.3,91.9,90.6,89.1,86.7,72.6,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
China,156,Around 1995,1990,Women,x,4.6,58.4,95,98.4,98.4,97.2,94.7,89.9,82.4,47.9,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60+.,,
China,156,Around 2005,2000,Men,,0.3,21.1,74.3,90.7,93.4,93.3,92.7,91.3,89.1,85.9,73,x,Census,UNSD,,,,
China,156,Around 2005,2000,Women,,1.2,42.2,90.4,97.2,97.4,96.8,95.8,92.7,87.5,78.4,48.9,x,Census,UNSD,,,,
